Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
zztong_store_xs_02,POI,POI,,x,Computer Store and Net Cafe,,Computer Store und Netzcafé,Tienda de computadoras y café,Magasin informatique et café net,Store di computer e Cafe Net,コンピューターストアとネットカフェ,컴퓨터 상점 및 그물 카페,Sklep komputerowy i kawiarnia netto,Loja de computadores e café líquido,Компьютерный магазин и сетевое кафе,Bilgisayar Mağazası ve Net Cafe,电脑商店与网吧,計算機商店和網咖啡館
zztong_store_xs_03,POI,POI,,x,Pet+Vet,,Haustier+Tierarzt,Pet+veterinario,Animal de compagnie et vétérinaire,Pet+Vet,ペット+獣医,애완 동물+수의사,PET+weterynarz,PET+VET,PET+ветеринар,Pet+Veteriner,宠物+兽医,寵物+獸醫
zztong_store_xs_04,POI,POI,,x,Vancleef Jewelers,,Van Cleef Schmuck,Joyería de Van Cleef,Bijoux Van Cleef,Van Cleef Jewelry,ヴァンクリーフジュエリー,반 클레프 보석,Biżuteria Van Cleef,Jóias de Van Cleef,Ювелирные изделия Ван Клифа,Van Cleef mücevher,梵克雅宝珠宝,範·克萊夫（Van Cleef）珠寶
zztong_store_xs_05,POI,POI,,x,Red Rock Comics,,Rote Rock -Comics,Red Rock Comics,Bandes dessinées du rock rouge,Fumetti rock rossi,レッドロックコミック,레드 록 만화,Red Rock Comics,Red Rock Comics,Комиксы Red Rock,Red Rock Comics,红岩漫画,紅色岩石漫畫
zztong_store_xs_06,POI,POI,,x,Slumber World,,Schlafwelt,Mundo de sueño,Monde de sommeil,Dal punto di vista del sonno,眠りの世界,파자마 세계,Świat snu,Mundo do sono,Мир сон,İzleme dünyası,睡眠世界,沉睡世界
zztong_store_xs_07,POI,POI,,x,Game Start and Harmony Candles,,Spielstart und Harmoniekerzen,Velas de inicio y armonía del juego,Bougies de départ et d'harmonie,Game Start e Harmony Candles,ゲームのスタートとハーモニーキャンドル,게임 스타트 및 하모니 양초,Świece startowe i harmonia,Partida no jogo e velas de harmonia,Game Start and Harmony свечи,Oyun Başlangıç ​​ve Uyum Mumları,游戏开始与和谐蜡烛,遊戲開始和和諧蠟燭
zztong_store_xs_08,POI,POI,,x,Store For Lease,,Lagern Sie Mietvertrag,Almacene para arrendar,Store à bail,Conserva il contratto di locazione,リース用の保管,임대를 위해 보관하십시오,Przechowuj leasing,Armazene para alugar,Хранить для аренды,Kira için depolamak,待租商铺,存儲租賃
zztong_store_xs_09,POI,POI,,x,Realtor,,Realtor,Corredor de bienes raíces,Agent immobilier,Agente immobiliare,不動産業者,부동산업자,REALTOR,Corretor de imóveis,Риэлтор,Emlakçı,房地产中介,房地產經紀人
zztong_store_xs_10,POI,POI,,x,Suds and Duds,,Schaum und Typen,Espuma y trapos,Trousses et ratés,Sugnaio e tiri,sudsとduds,Suds와 Duds,Sudowie i niewykształcenia,SUDS e DUDS,Ссуды и дадс,Köpekler ve Duds,泡沫与衣服,泡沫和傻瓜
zztong_store_xs_11,POI,POI,,x,Namaste Yoga,,Namaste Yoga,Namaste yoga,Namaste Yoga,Yoga Namaste,ナマステヨガ,Namaste 요가,Namaste Yoga,Namaste Yoga,Намасте йога,Namaste Yoga,合十瑜伽,Namaste瑜伽
zztong_store_xs_12,POI,POI,,x,Navezgane Karate,,Navezgane Karate,Návezgane Karate,Karaté Navezgane,Navezgane Karate,ナベズガン空手,Navezgane Karate,Navezgane karate,Karatê de Navezgane,Навезгане каратэ,Navezgane Karate,纳维加纳空手道,Navezgane空手道
zztong_store_xs_13,POI,POI,,x,Store Construction,,Konstruktion speichern,Construcción de tiendas,Construction des magasins,Costruzione del negozio,建設を保管します,상점 건설,Budowa sklepu,Construção da loja,Магазин строительство,Mağaza İnşaatı,商铺施工中,商店建設
zztong_store_xs_14,POI,POI,,x,Baxter Building,,Baxter -Gebäude,Edificio Baxter,Bâtiment Baxter,Edificio Baxter,バクスタービル,박스터 빌딩,Budynek Baxter,Baxter Building,Baxter Building,Baxter binası,巴克斯特大厦,百特大樓
zztong_store_xs_15,POI,POI,,x,Tattoo Store and UPS Store,,Tattoo Store und UPS Store,Tienda de tatuajes y tienda de ups,Magasin de tatouage et magasin UPS,Negozio di tatuaggi e negozio UPS,タトゥーストアとアップストア,문신 가게 및 UPS 매장,Sklep z tatuażami i sklep UPS,Loja de tatuagem e loja de UPS,Тату -магазин и магазин UPS,Dövme Mağazası ve UPS Mağazası,刺青工坊与快递驿站,紋身商店和UPS商店
zztong_store_xs_16,POI,POI,,x,Julio's Grill,,Julios Grill,Grill de Julio,Julio's Grill,Julio's Grill,ジュリオのグリル,줄리오의 그릴,Grill Julio,Grill de Julio,Гриль Хулио,Julio's Grill,胡里奥烧烤坊,朱利奧的烤架
zztong_store_xs_17,POI,POI,,x,Frank's Bait Shop,,Franks Köderladen,Tienda de cebo de Frank,Frank's Bait Shop,Frank's Bait Shop,フランクのベイトショップ,프랭크의 미끼 상점,Frank's Bait Shop,Frank's Bait Shop,Фрэнк  магазин приманки,Frank'in yem dükkanı,弗兰克钓具行,弗蘭克的誘餌商店
zztong_store_xs_18,POI,POI,,x,Todd's Tires,,Todds Reifen,Neumáticos de Todd,Les pneus de Todd,Pneumatici di Todd,トッドのタイヤ,토드의 타이어,Opony Todda,Pneus de Todd,Шины Тодда,Todd'un lastikleri,托德轮胎行,托德的輪胎
zztong_storage_01,POI,POI,,x,UMove Storage,,Umove Speicher,Almacenamiento de Umove,Stockage Umove,Spazio di archiviazione,Umoveストレージ,Umove 저장,Umave Storage,Armazenamento de umove,Умное хранилище,Umove Depolama,优动仓储,umove存儲
zztong_storage_02,POI,POI,,x,UMove Storage,,Umove Speicher,Almacenamiento de Umove,Stockage Umove,Spazio di archiviazione,Umoveストレージ,Umove 저장,Umave Storage,Armazenamento de umove,Умное хранилище,Umove Depolama,优动仓储,umove存儲
zztong_stormwater_detention_pond_01,POI,POI,,x,Stormwater Detention Pond,,Regenwasserhaftenteich,Estanque de detención de aguas pluviales,Étang de détention des eaux pluviales,Stagno di detenzione delle acque piovane,雨水拘留池,우수 구금 연못,Staw zatrzymania wód opadowych,Lagoa de detenção de águas pluviais,Пруд ливневой воды,Yağmursuyu Gözaltı Göleti,暴雨蓄水池,雨水拘留池
zztong_strip_mall_01,POI,POI,,x,Strip Mall,,Einkaufszentrum,Centro comercial,Centre commercial,Strip Mall,ストリップモール,스트립 몰,Strip Mall,Shopping center,Стрип -торговый центр,Strip Alışveriş Merkezi,带状商业中心,帶狀購物中心
zztong_strip_mall_02,POI,POI,,x,Strip Mall and OFI Mondays,,Einkaufszentrum und montags,Strip Mall y Ofi Lunes,Strip Mall et OFI Mondays,Strip Mall e OFI Mondays,モールとオフィーの月曜日をストリップします,쇼핑몰과 오피 월요일,Strip Mall i Ofi Mondays,Shopping e ofi segundas -feiras,Стрип,Strip Mall ve OFI Pazartesi,带状商业中心与周一特卖场,脫衣舞購物中心
zztong_survivor_base_ruin_01,POI,POI,,x,Ruined Survivor Base,,Ruinierte Survivor -Basis,Base de sobrevivientes en ruinas,Base de survivants en ruine,Base di sopravvissuti in rovina,破壊されたサバイバーベース,폐허가 된 생존자 기지,Zrujnowana baza ocalałych,Base de sobrevivência em ruínas,Разрушенная база выживших,Yıkık Hayatta Kalan Üs,幸存者基地废墟,毀滅的倖存者基地
zztong_survivor_site_urban_01,POI,POI,,x,Urban Survivor Site,,Städtische Überlebende,Urban Survivor Site,Site de survivant urbain,Sito di sopravvissuto urbano,都市生存者サイト,도시 생존자 사이트,Witryna ocalałych w mieście,Site de sobrevivência urbana,Городской выживший сайт,Urban Survivor sitesi,城区生存者据点,城市倖存者地點
zztong_tfp_abandoned_house_06,POI,POI,,x,Aiden's Safehouse,,,,,,,,,,,,,
zztong_tfp_apartment_adobe_01,POI,POI,,x,Adobe Apartments,,Adobe Apartments,Apartamentos de adobe,Appartements en adobe,Adobe Apartments,Adobe Apartments,Adobe 아파트,Apartamenty Adobe,Apartamentos Adobe,Adobe Apartments,Adobe Apartments,土坯公寓楼,Adobe公寓
zztong_tfp_army_barracks_01,POI,POI,,x,National Guard Base,,Nationalgarde Basis,Base de la Guardia Nacional,Base de la Garde nationale,Base di guardia nazionale,国家警備隊の基地,방위군 기지,Baza Gwardii Narodowej,Base da Guarda Nacional,Национальная гвардия,Ulusal Muhafız Üssü,国民警卫队基地,國民警衛隊基地
zztong_tfp_cemetery_01,POI,POI,,x,Old Cemetary,,Alter Friedhof,Antiguo cementerio,Vieux cimetière,Vecchio cimitero,古い墓地,오래된 묘지,Stary cmentarz,Cemitério Velho,Старое кладбище,Eski mezarlık,旧墓园区,老公墓
zztong_tfp_docks_01,POI,POI,,x,BJ's Gas,,BJs Gas,Gas de BJ,BJ's Gas,BJ's Gas,BJのガス,BJ의 가스,BJ's Gas,Gás de BJ,BJ's Gas,BJ's Gaz,BJ加油站,BJ的氣
zztong_tfp_docks_05,POI,POI,,x,Live Bait,,Lebendköder,Cebo vivo,Appâts en direct,Esca dal vivo,ライブベイト,살아있는 미끼,Żywa przynęta,Isca viva,Живая приманка,Canlı yem,鲜活饵料站,活餌
zztong_tfp_house_new_04,POI,POI,,x,34 Claremont Avenue,,34 Claremont Avenue,34 Claremont Avenue,34 Avenue Claremont,34 Claremont Avenue,34クレアモントアベニュー,34 Claremont Avenue,34 Claremont Avenue,34 Avenida Claremont,34 Claremont Avenue,34 Claremont Bulvarı,克莱尔蒙特大街34号,克萊蒙特大街34號
zztong_tfp_house_old_spanish_01,POI,POI,,x,66 Barnes Lane,,66 Barnes Lane,66 Barnes Lane,66 Barnes Lane,66 Barnes Lane,66バーンズレーン,66 반즈 레인,66 Barnes Lane,66 Barnes Lane,66 Барнс Лейн,66 Barnes Lane,巴恩斯巷66号,66 Barnes Lane
zztong_tfp_junkyard_lg_01,POI,POI,,x,Scrap King Junk Depot,,,,,,,,,,,,,
zztong_tfp_junkyard_med_01,POI,POI,,x,Harvey's Haulin' Junkyard,,,,,,,,,,,,,
zztong_tfp_police_station1,POI,POI,,x,Police Precinct,,,,,,,,,,,,,
zztong_tfp_prison_01,POI,POI,,x,Old Navezgane Prison Museum,,Old Navezgane Gefängnismuseum,Viejo Museo de la Prisión de Návezgane,Old Navezgane Prison Museum,Old Navezgane Prison Museum,古いナベズガン刑務所博物館,올드 나브 즈 간 감옥 박물관,Old Navezgane więzienne Muzeum,Museu da prisão antiga de Navezgane,Старый тюремный музей,Eski Navezgane Hapishane Müzesi,老纳维加尼监狱博物馆,老納維茲根監獄博物館
zztong_tfp_ranger_station_01,POI,POI,,x,Delta Creek Ranger Station,,Delta Creek Ranger Station,Estación de guardabosques de Delta Creek,Station de ranger de Delta Creek,Delta Creek Ranger Station,デルタクリークレンジャーステーション,델타 크릭 레인저 스테이션,Delta Creek Ranger Station,Estação de guarda florestal de Delta Creek,Станция Delta Creek Ranger,Delta Creek Ranger İstasyonu,三角洲溪护林站,三角洲溪遊騎兵站
zztong_tfp_school_k6_01,POI,POI,,x,Navezgane Academy,,Navezgane Academy,Academia Návezgane,Académie Navezgane,Navezgane Academy,ナベズガンアカデミー,Navezgane Academy,Navezgane Academy,Academia de Navezgane,Навзгане Академия,Navezgane Akademisi,纳维加尼学院,Navezgane學院
zztong_tfp_settlement_01,POI,POI,,x,Survivor Settlement,,Überlebende Siedlung,Asentamiento de sobrevivientes,Colonie de survivant,Insediamento dei sopravvissuti,生存者の和解,생존자 정착,Osada ocalałych,Liquidação sobrevivente,Урегулирование выживших,Hayatta kalan yerleşim,幸存者聚居地,倖存者定居點
zztong_tfp_skyscraper_02,POI,POI,,x,Beatrice Foods HQ,,Beatrice Foods HQ,Beatrice Foods HQ,BEATRICE FOODS HQ,Beatrice Foods HQ,ベアトリスフーズHQ,Beatrice Foods HQ,HQ Beatrice Foods,Beatrice Foods HQ,Beatrice Foods HQ,Beatrice Foods HQ,碧翠丝食品总部,比阿特麗斯食品總部
zztong_trailer_01,POI,POI,,x,14 Fairview Drive,,14 Fairview Drive,14 Fairview Drive,14 Fairview Drive,14 Fairview Drive,14フェアビュードライブ,14 페어 뷰 드라이브,14 Fairview Drive,14 Fairview Drive,14 Fairview Drive,14 Fairview Drive,美景道14号,14 Fairview Drive
zztong_trailer_02,POI,POI,,x,61 Argyle Drive,,61 Argyle Drive,61 Argyle Drive,61 Argyle Drive,61 Argyle Drive,61アーガイルドライブ,61 아가일 드라이브,61 Argyle Drive,61 Argyle Drive,61 Аргайл Драйв,61 Argyle Drive,阿盖尔道61号,61 Argyle Drive
zztong_trailer_03,POI,POI,,x,398 Copperhead Road,,398 Copperhead Road,398 Copperhead Road,398 Copperhead Road,398 Copperhead Road,398 Copperhead Road,398 Copperhead Road,398 Copperhead Road,398 Copperhead Road,398 Copperhead Road,398 Copperhead Yolu,铜斑蛇路398号,398 Copperhead Road
zztong_trailer_park_01,POI,POI,,x,Happy Valley Trailer Park,,Happy Valley Trailer Park,Happy Valley Trailer Park,Happy Valley Trailer Park,Happy Valley Trailer Park,ハッピーバレートレーラーパーク,해피 밸리 트레일러 파크,Happy Valley Trailer Park,Parque de trailer do Happy Valley,Happy Valley Trailer Park,Happy Valley Fragman Parkı,欢乐谷拖车营地,快樂山谷拖車公園
zztong_trailer_park_02,POI,POI,,x,Pleasant Hills Trailer Park,,Pleasant Hills Trailer Park,Pleasant Hills Trailer Park,Parc de roulottes Pleasant Hills,Pleasant Hills Trailer Park,プレザントヒルズトレーラーパーク,Pleasant Hills Trailer Park,Park Trailer Pleasant Hills,Pleasant Hills Trailer Park,Парк трейлер Pleasant Hills,Pleasant Hills Trailer Park,悦丘拖车营地,宜人的山拖車公園
zztong_trailer_park_03,POI,POI,,x,Verdant Meadows Trailer Park,,Grüner Meadows Trailer Park,Parque de trailer verdant meadows,Parc à roulottes verdoyantes,Verdant Meadows Trailer Park,緑豊かなメドウズトレーラーパーク,Verdant Meadows Trailer Park,Park Trailer Verdant Meadows,Parque de trailer de Meadows Verdant,Парк трейлеров с зелеными лугами,Yemyeşil meadows fragman parkı,翠茵草场拖车营地,翠綠的草地拖車公園
zztong_trailer_park_04,POI,POI,,x,Happy Hour Trailers,,Happy Hour Trailer,Trailers de la hora feliz,Randers de l'happy hour,Trailer di happy hour,ハッピーアワートレーラー,해피 아워 트레일러,Przyczepy Happy Hour,Reboques de happy hour,Счастливого часа трейлеров,Happy Hour Fragers,欢乐时光拖车区,歡樂時光拖車
zztong_truck_park_01,POI,POI,,x,Truck Park,,LKW -Park,Parque de camiones,Parc de camions,Truck Park,トラックパーク,트럭 공원,Park Truck,Parque de caminhão,Парк грузовиков,Kamyon parkı,卡车停放场,卡車公園
zztong_truck_stop_01,POI,POI,,x,Clunky Oil Co. Truck Stop,,Klobiger Oil Co. LKW -Stopp,Corción de camiones de petróleo clunky,Clokyy Oil Co. Truck Stop,Clunky Oil Co. Truck Stop,Clunky Oil Co.トラック停留所,Clunky Oil Co. 트럭 정류장,Clunky Oil Co.,Parada de caminhão de petróleo clunky co.,Clunky Oil Co. остановка грузовика,Clunky Oil Co. Kamyon Durağı,克朗基石油公司卡车驿站,笨拙的石油公司卡車站
zztong_vault_k9_01,POI,POI,,x,Pet+Vet Kennels,,Haustier+Tierarzt Kennels,Cierras de veterinaria de mascota+,Chenils pour animaux de compagnie,Piet+cani veterinari,ペット+獣医犬小屋,애완 동물+수의사 개집,PET+Weterynarz,PET+Kennels veterinários,Pet+ветеринарные питомники,Pet+veteriner kulübeleri,宠物诊疗寄养所,寵物+獸醫狗窩
zztong_warehouse_01,POI,POI,,x,Watchtower Distribution,,Wachtturmverteilung,Distribución de Watchtower,Distribution de la tour de guet,Distribuzione della torre di orologeria,ものみの塔の配布,워치 타워 분포,Dystrybucja strażnika,Distribuição da torre de vigia,Сторожевая распределение,Watchtower Dağıtım,瞭望塔物流中心,守望台分佈
zztong_warehouse_02,POI,POI,,x,Larsone Inc.,,Larsone Inc.,Larsone Inc.,Larsone Inc.,Larsone Inc.,Larsone Inc.,Larsone Inc.,Larsone Inc.,Larsone Inc.,Larsone Inc.,Larsone Inc.,拉尔森公司,Larsone Inc.
zztong_warehouse_03,POI,POI,,x,Russell Vending Service,,Russell Vending Service,Servicio de venta de Russell,Service de vente Russell,Russell Vending Service,ラッセル自動販売サービス,러셀 자동 판매 서비스,Russell Vending Service,Russell Vending Service,Рассел торговый сервис,Russell Vending Service,罗塞尔自动售货服务,羅素自動售貨服務
zztong_warehouse_04,POI,POI,,x,Far East Exports,,Fernen Ostenexporte,Exportaciones del Lejano Oriente,Exportations en Extrême-Orient,Esportazioni dell'Estremo Oriente,極東輸出,극동 수출,Eksport Dalekiego Wschodu,Exportações do Extremo Oriente,Экспорт Дальнего Востока,Uzak Doğu İhracatı,远东出口公司,遠東出口
zztong_warehouse_05,POI,POI,,x,Quonset Warehouses,,Quonset Lagern,Almacenes de quonset,Entrepôts de quonset,Magazzini quonset,Quonset Warehouses,Quonset 창고,Magazyny Quonset,Questões Questões,Склады Quonset,Quonet depoları,拱形仓库区,Quonset倉庫
zztong_watering_hole_01,POI,POI,,x,Watering Hole,,Wasserloch,Abrevadero,Trou d'arrosage,Buco di annaffiatura,散水穴,급수 구멍,Wodopój,Brilho de rega,Водопоя,Sulama deliği,水源补给点,澆水孔
zztong_watering_hole_02,POI,POI,,x,Mega Dew Collector,,Mega Dew -Sammler,Coleccionista de mega rocío,Méga collectionneur,Mega Dew Collector,メガデューコレクター,메가 듀 수집가,Mega Collector,Mega Dew Collector,Mega Dew Collector,Mega Dew Toplayıcı,巨型露水收集器,巨型露水收集器
zztong_wind_turbine_01,POI,POI,,x,Wind Turbine,,Windkraftanlage,Turbina eólica,Éolienne,Turbina eolica,風力タービン,풍력 터빈,Turbina wiatrowa,Turbina eólica,Ветряная турбина,Rüzgar türbini,风力发电机,風力渦輪機
zztong_wind_turbine_02,POI,POI,,x,Wind Turbine Remnant,,Windkraftanlagenreste,Remanente de la turbina eólica,Éolienne reste,Residuo della turbina eolica,風力タービン残骸,풍력 터빈 잔해,Pozostałość turbiny wiatrowej,Remanescente da turbina eólica,Остаток ветряной турбины,Rüzgar türbini kalıntısı,风力发电机残骸,風力渦輪機殘留
